uzytkownik,budzet,cel,czestotliwosc,teren,doswiadczenie,pogoda,dystans,rower
kobieta,3000,dojazdy,codziennie,góry,średniozaawansowany,dobra,30,Rower elektryczny ORBEA Kemen MID 30 Cues
kobieta,5000,dojazdy,kilka razy w tygodniu,góry,średniozaawansowany,słoneczna,30,Rower elektryczny ORBEA Kemen SUV 30 Cues
kobieta,4000,turystyka,codziennie,góry,początkujący,każda,20,Rower elektryczny HUSQVARNA Pather 3
kobieta,3000,rekreacja,codziennie,miasto,średniozaawansowany,dobra,50,Rower elektryczny damski KELLYS Tayen R50 P Cues
mężczyzna,7000,sport,codziennie,miasto,średniozaawansowany,deszczowa,30,Rower elektryczny HUSQVARNA Pather 1
kobieta,2000,sport,kilka razy w tygodniu,miasto,początkujący,dobra,50,Rower elektryczny CANNONDALE Mavaro Neo 3
mężczyzna,10000,rekreacja,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,20,Rower elektryczny HAIBIKE Trekking 7
mężczyzna,1500,rekreacja,kilka razy w tygodniu,góry,zaawansowany,deszczowa,5,Rower elektryczny CANNONDALE Mavaro Neo 2
kobieta,4000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,każda,50,Rower elektryczny R-RAYMON Hardray Select
kobieta,1000,dojazdy,kilka razy w tygodniu,góry,początkujący,każda,20,Rower elektryczny R-RAYMON Metmo Acera (1x8)
kobieta,1000,turystyka,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,dobra,50,Rower elektryczny ORBEA Kemen MID 10
mężczyzna,7000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,50,Rower elektryczny ORBEA Kemen 10
kobieta,3000,dojazdy,raz w tygodniu,miasto,zaawansowany,dobra,30,Rower elektryczny R-RAYMON CrossRay FS E 5.0 9S M350
kobieta,1500,rekreacja,codziennie,góry,zaawansowany,każda,10,Rower elektryczny R-RAYMON CrossRay FS E 6.0
mężczyzna,7000,rekreacja,kilka razy w tygodniu,góry,zaawansowany,każda,10,Rower elektryczny ORBEA Kemen SUV 10
mężczyzna,1000,rekreacja,raz w tygodniu,miasto,zaawansowany,deszczowa,5,Rower elektryczny R-RAYMON CrossRay FS E 5.0 10S Deore
kobieta,5000,turystyka,kilka razy w tygodniu,miasto,początkujący,każda,30,Rower elektryczny HAIBIKE Trekking 11 Low
mężczyzna,2000,dojazdy,kilka razy w tygodniu,miasto,początkujący,deszczowa,20,Rower elektryczny R-RAYMON Metmo Select
mężczyzna,4000,dojazdy,codziennie,teren mieszany,zaawansowany,słoneczna,50,Rower elektryczny R-RAYMON Tourray Select
kobieta,2000,rekreacja,raz w tygodniu,góry,początkujący,każda,10,Rower elektryczny R-RAYMON Tourray Select
kobieta,4000,sport,codziennie,miasto,początkujący,deszczowa,50,Rower elektryczny HUSQVARNA Pather 2
kobieta,1000,dojazdy,codziennie,góry,początkujący,dobra,50,Rower elektryczny HUSQVARNA Pather 2
mężczyzna,2000,turystyka,raz w tygodniu,ścieżki rowerowe,zaawansowany,każda,30,Rower elektryczny R-RAYMON Tourray
kobieta,7000,dojazdy,raz w tygodniu,góry,początkujący,deszczowa,50,Rower elektryczny HUSQVARNA Grand Pather 4
kobieta,2000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,10,Rower elektryczny WINORA Yakun 12 Low
mężczyzna,5000,turystyka,kilka razy w tygodniu,góry,początkujący,deszczowa,50,Rower elektryczny HUSQVARNA Grand Pather 4
kobieta,1000,dojazdy,raz w tygodniu,miasto,zaawansowany,każda,50,Rower elektryczny HUSQVARNA Pather 2 FS
kobieta,2000,dojazdy,raz w tygodniu,góry,zaawansowany,słoneczna,10,Rower elektryczny R-RAYMON Metmo Nexus (1x8)
mężczyzna,10000,sport,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,30,Rower elektryczny R-RAYMON Metmo Nexus (1x8)
kobieta,7000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,20,Rower elektryczny ORBEA Kemen Tour 30
mężczyzna,3000,dojazdy,codziennie,góry,początkujący,każda,5,Rower elektryczny ORBEA Kemen Tour 30
kobieta,5000,sport,raz w tygodniu,miasto,początkujący,słoneczna,30,Rower elektryczny ORBEA Kemen ADV 30
kobieta,1500,turystyka,raz w tygodniu,miasto,średniozaawansowany,deszczowa,50,Rower elektryczny ORBEA Kemen ADV 30
kobieta,3000,turystyka,codziennie,góry,zaawansowany,słoneczna,10,Rower elektryczny HAIBIKE Trekking 6.5 Low
mężczyzna,1500,sport,codziennie,teren mieszany,zaawansowany,deszczowa,50,Rower elektryczny R-RAYMON Tahona
mężczyzna,1000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,dobra,30,Rower elektryczny R-RAYMON Tahona
mężczyzna,10000,rekreacja,raz w tygodniu,miasto,zaawansowany,deszczowa,20,Rower elektryczny HUSQVARNA Grand Pather 5
mężczyzna,10000,dojazdy,codziennie,ścieżki rowerowe,zaawansowany,deszczowa,10,Rower elektryczny HUSQVARNA Grand Pather 5
mężczyzna,3000,dojazdy,raz w tygodniu,góry,średniozaawansowany,deszczowa,20,Rower elektryczny R-RAYMON Metmo Pro
kobieta,7000,sport,raz w tygodniu,miasto,początkujący,deszczowa,5,Rower elektryczny R-RAYMON Crossray
mężczyzna,10000,turystyka,raz w tygodniu,ścieżki rowerowe,zaawansowany,każda,20,Rower elektryczny HAIBIKE Adventr 8
mężczyzna,2000,dojazdy,raz w tygodniu,teren mieszany,średniozaawansowany,dobra,30,Rower elektryczny ORBEA Urrun 20
kobieta,1500,turystyka,raz w tygodniu,miasto,średniozaawansowany,każda,20,Rower elektryczny ORBEA Kemen ADV 20
kobieta,4000,dojazdy,raz w tygodniu,góry,średniozaawansowany,słoneczna,10,Rower elektryczny ORBEA Kemen Tour 20
kobieta,1000,turystyka,codziennie,góry,średniozaawansowany,każda,30,Rower elektryczny HUSQVARNA Grand Pather 6
mężczyzna,7000,sport,raz w tygodniu,góry,początkujący,każda,10,Rower elektryczny HAIBIKE AllTrack 11
mężczyzna,5000,turystyka,codziennie,ścieżki rowerowe,początkujący,słoneczna,10,Rower elektryczny R-RAYMON Tourray Ultra 720
kobieta,1500,turystyka,codziennie,ścieżki rowerowe,średniozaawansowany,każda,20,Rower elektryczny HAIBIKE Adventr 9
mężczyzna,1500,turystyka,codziennie,góry,początkujący,słoneczna,20,Rower elektryczny HAIBIKE Adventr 8.5 Low
kobieta,4000,rekreacja,kilka razy w tygodniu,teren mieszany,zaawansowany,każda,10,Rower elektryczny R-RAYMON Crossray Pro
kobieta,10000,turystyka,codziennie,miasto,średniozaawansowany,deszczowa,30,Rower miejski damski KELLYS Arwen Dutch
kobieta,2000,turystyka,kilka razy w tygodniu,teren mieszany,początkujący,deszczowa,30,Rower miejski damski EMBASSY Retro Lady
mężczyzna,4000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,dobra,50,Rower biegowy REBEL KIDZ Air Classic Unisex
mężczyzna,5000,rekreacja,raz w tygodniu,miasto,początkujący,dobra,30,Rower biegowy PUKY LR 1L
mężczyzna,7000,sport,codziennie,ścieżki rowerowe,początkujący,słoneczna,20,Rower biegowy PUKY LR 1L
mężczyzna,3000,sport,raz w tygodniu,miasto,zaawansowany,słoneczna,10,Jeździk dziecięcy PUKY Wutsch
kobieta,4000,rekreacja,codziennie,góry,średniozaawansowany,każda,50,Rower miejski damski ROMET Art Deco Classic
mężczyzna,10000,rekreacja,kilka razy w tygodniu,góry,początkujący,każda,5,Rower składak OXFELD Urbo
kobieta,5000,turystyka,raz w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,10,Rower MTB damski LAPIERRE Edge 5.7 W
kobieta,3000,turystyka,codziennie,góry,początkujący,słoneczna,20,Rower MTB damski KROSS Lea 4.0 29
kobieta,4000,rekreacja,codziennie,miasto,średniozaawansowany,słoneczna,20,Rower szosowy SENSA Romagna Sora
kobieta,7000,dojazdy,kilka razy w tygodniu,teren mieszany,zaawansowany,deszczowa,5,Rower MTB MARIN Bobcat Trail 4
mężczyzna,3000,sport,codziennie,miasto,średniozaawansowany,słoneczna,10,Rower MTB ROMET Mustang M5 
kobieta,3000,sport,raz w tygodniu,teren mieszany,średniozaawansowany,dobra,5,Rower MTB ROCK MACHINE Torrent 50-29
mężczyzna,10000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,początkujący,każda,10,Rower gravel OXFELD GR-2
mężczyzna,3000,rekreacja,raz w tygodniu,góry,początkujący,deszczowa,30,Rower MTB KROSS Level 6.0
kobieta,10000,dojazdy,codziennie,góry,zaawansowany,dobra,5,Rower gravel MARIN Nicasio
mężczyzna,1000,sport,kilka razy w tygodniu,ścieżki rowerowe,początkujący,dobra,10,Rower MTB MARIN Bobcat Trail 5
mężczyzna,5000,dojazdy,kilka razy w tygodniu,góry,zaawansowany,słoneczna,5,Rower miejski GREEN S Chester
kobieta,1000,turystyka,codziennie,góry,średniozaawansowany,słoneczna,10,Rower MTB SUPERIOR XP 909
mężczyzna,3000,turystyka,raz w tygodniu,teren mieszany,początkujący,deszczowa,50,Rower młodzieżowy ORBEA Onna 27 XS 10
mężczyzna,2000,dojazdy,codziennie,ścieżki rowerowe,średniozaawansowany,każda,10,Rower MTB MARIN Bobcat Trail 5 27.5
mężczyzna,3000,sport,raz w tygodniu,góry,początkujący,dobra,10,Rower szosowy SENSA Romagna Disc Tiagra
mężczyzna,1000,rekreacja,kilka razy w tygodniu,góry,średniozaawansowany,słoneczna,20,Rower szosowy SUPERIOR X-ROAD Comp
mężczyzna,2000,sport,codziennie,góry,zaawansowany,każda,10,Rower szosowy SENSA Romagna Disc SLE
mężczyzna,1000,turystyka,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,10,Rower gravel OXFELD GR-1
kobieta,1500,dojazdy,raz w tygodniu,miasto,początkujący,słoneczna,50,Rower gravel GHOST Asket Essential
kobieta,2000,turystyka,codziennie,góry,początkujący,każda,30,Rower gravel GHOST Asket Essential
mężczyzna,5000,sport,codziennie,teren mieszany,początkujący,każda,20,Rower gravel GHOST Asket Essential EQ
mężczyzna,1000,turystyka,kilka razy w tygodniu,miasto,zaawansowany,każda,10,Rower gravel SENSA Romagna Gravel GRX
mężczyzna,1500,dojazdy,raz w tygodniu,góry,zaawansowany,dobra,30,Rower MTB SUPERIOR XF 919 TR
kobieta,2000,dojazdy,raz w tygodniu,ścieżki rowerowe,początkujący,dobra,10,Rower MTB SUPERIOR XF 939 TR
kobieta,10000,sport,kilka razy w tygodniu,miasto,średniozaawansowany,każda,10,Rower gravel SENSA Giulia Elite GRX
kobieta,3000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,dobra,10,Rower szosowy ORBEA Orca M30
kobieta,4000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,20,Rower gravel LAPIERRE Pulsium Allroad 5.0
mężczyzna,4000,rekreacja,raz w tygodniu,góry,zaawansowany,dobra,10,Rower szosowy ORBEA Orca M31e Team
mężczyzna,1000,rekreacja,codziennie,teren mieszany,początkujący,deszczowa,10,Rower gravel LAPIERRE Crosshill CF 5.0
kobieta,5000,turystyka,kilka razy w tygodniu,góry,średniozaawansowany,deszczowa,20,Rower MTB SUPERIOR XF 999 TR
kobieta,10000,rekreacja,kilka razy w tygodniu,miasto,początkujący,każda,50,Rower szosowy ORBEA Orca M35i
kobieta,1500,sport,codziennie,miasto,średniozaawansowany,każda,50,Rower szosowy ORBEA Orca Aero M30iLTD
mężczyzna,2000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,każda,10,Rower MTB LAPIERRE Prorace CF 9.9
kobieta,7000,sport,kilka razy w tygodniu,miasto,średniozaawansowany,dobra,30,Rower MTB ORBEA Oiz M21
kobieta,10000,sport,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,50,Rower szosowy ORBEA Orca M31eLTD PWR
mężczyzna,1000,dojazdy,codziennie,góry,średniozaawansowany,słoneczna,5,Rower gravel LAPIERRE Crosshill CF 7.0
mężczyzna,1500,turystyka,kilka razy w tygodniu,góry,początkujący,każda,50,Rower szosowy GIANT Propel Advanced Pro 1
kobieta,1500,turystyka,codziennie,teren mieszany,średniozaawansowany,każda,50,Rower szosowy SUPERIOR X-ROAD 9.7 GF
kobieta,1000,dojazdy,kilka razy w tygodniu,miasto,początkujący,słoneczna,30,Rower szosowy LAPIERRE Xelius DRS 8.0 C2
mężczyzna,1000,dojazdy,raz w tygodniu,góry,średniozaawansowany,słoneczna,30,Rower gravel LAPIERRE Crosshill CF 8.0
kobieta,1500,rekreacja,codziennie,ścieżki rowerowe,początkujący,deszczowa,30,Rower szosowy SUPERIOR X-ROAD 9.8 GF
mężczyzna,1000,dojazdy,raz w tygodniu,teren mieszany,początkujący,każda,50,Rower MTB ORBEA Oiz M-Team AXS
kobieta,1500,turystyka,raz w tygodniu,góry,zaawansowany,deszczowa,5,Rower crossowy damski KROSS Evado 1.0 S
kobieta,2000,turystyka,codziennie,teren mieszany,średniozaawansowany,deszczowa,30,Rower crossowy damski KELLYS Clea 30
kobieta,7000,sport,kilka razy w tygodniu,teren mieszany,zaawansowany,dobra,20,Rower crossowy ROMET Orkan 6 M
mężczyzna,10000,dojazdy,codziennie,miasto,zaawansowany,słoneczna,20,Rower crossowy GIANT Roam 3 Disc
kobieta,7000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,dobra,20,Rower crossowy MARIN Fairfax 2 ST
kobieta,7000,turystyka,kilka razy w tygodniu,góry,zaawansowany,każda,30,Rower crossowy damski LIV Rove 1 DD
mężczyzna,10000,rekreacja,kilka razy w tygodniu,góry,średniozaawansowany,dobra,50,Rower biegowy LIONELO Alex
kobieta,7000,dojazdy,raz w tygodniu,teren mieszany,średniozaawansowany,każda,50,Rower biegowy CREME Mia
mężczyzna,10000,sport,raz w tygodniu,ścieżki rowerowe,zaawansowany,dobra,50,Rower biegowy CREME Mia
mężczyzna,10000,rekreacja,raz w tygodniu,teren mieszany,zaawansowany,dobra,5,Rower biegowy PUKY LR M
mężczyzna,4000,sport,kilka razy w tygodniu,ścieżki rowerowe,początkujący,deszczowa,30,Rower biegowy PUKY LR M
kobieta,10000,turystyka,raz w tygodniu,góry,zaawansowany,każda,50,Rower dziecięcy ROMET Tola 12
kobieta,5000,rekreacja,codziennie,miasto,zaawansowany,deszczowa,10,Rower dziecięcy WOOM GO 1
mężczyzna,1500,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,5,Rower dziecięcy WOOM GO 1
kobieta,10000,rekreacja,codziennie,teren mieszany,początkujący,dobra,30,Rower dziecięcy WOOM GO 1
mężczyzna,1000,dojazdy,codziennie,miasto,początkujący,dobra,50,Rower biegowy WOOM 1 PLUS
mężczyzna,7000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,dobra,10,Rower biegowy WOOM 1 PLUS
kobieta,10000,turystyka,raz w tygodniu,teren mieszany,zaawansowany,deszczowa,50,Rower dziecięcy PUKY Youke 12
mężczyzna,7000,turystyka,codziennie,góry,średniozaawansowany,dobra,10,Rower dziecięcy WOOM GO 1 PLUS
kobieta,7000,dojazdy,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,10,Rower dziecięcy PUKY Youke 18
mężczyzna,7000,rekreacja,codziennie,teren mieszany,średniozaawansowany,dobra,20,"Rower dziecięcy CANULL Air 16 5,6kg"
kobieta,10000,rekreacja,codziennie,ścieżki rowerowe,średniozaawansowany,dobra,50,Rower dziecięcy PUKY Cyke 16
kobieta,1500,sport,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,50,Rower dziecięcy PUKY Cyke 16
mężczyzna,4000,sport,codziennie,teren mieszany,średniozaawansowany,słoneczna,5,Rower dziecięcy KELLYS Kiter 30
mężczyzna,1000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,słoneczna,10,Rower dziecięcy PUKY Cyke 16
kobieta,3000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,50,Rower dziecięcy PUKY Cyke 18
mężczyzna,5000,dojazdy,codziennie,góry,początkujący,deszczowa,10,Rower dziecięcy R-RAYMON TwoRay 1.5 Street
mężczyzna,10000,turystyka,kilka razy w tygodniu,teren mieszany,początkujący,deszczowa,20,Rower dziecięcy PUKY LS-PRO 18 LTD
kobieta,7000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,5,"Rower dziecięcy CREME Mini Molly 3 24"""
kobieta,2000,turystyka,codziennie,ścieżki rowerowe,średniozaawansowany,deszczowa,50,Rower dziecięcy ORBEA MX 24 XC
kobieta,10000,rekreacja,codziennie,ścieżki rowerowe,zaawansowany,deszczowa,5,Rower dziecięcy SUPERIOR Team 20
kobieta,5000,rekreacja,raz w tygodniu,góry,początkujący,deszczowa,30,Rower dziecięcy ORBEA Laufey 24 H30
kobieta,1000,sport,codziennie,teren mieszany,początkujący,dobra,5,Rower BMX WETHEPEOPLE Seed
kobieta,1000,dojazdy,raz w tygodniu,góry,średniozaawansowany,słoneczna,50,Rower BMX HARO Mid City
mężczyzna,1500,sport,codziennie,teren mieszany,początkujący,dobra,30,Rower młodzieżowy WOOM 6
kobieta,3000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,deszczowa,5,Rower młodzieżowy ORBEA Onna 27 XS 30
kobieta,1000,dojazdy,kilka razy w tygodniu,góry,zaawansowany,deszczowa,5,Rower młodzieżowy WOOM NOW 6
mężczyzna,4000,rekreacja,kilka razy w tygodniu,miasto,średniozaawansowany,każda,20,Rower młodzieżowy ORBEA Onna 27 XS 20
mężczyzna,3000,sport,codziennie,teren mieszany,zaawansowany,słoneczna,5,Rower młodzieżowy ORBEA Onna 27 XS 20
kobieta,2000,sport,kilka razy w tygodniu,teren mieszany,zaawansowany,dobra,5,Rower młodzieżowy ORBEA Laufey 27 H20 Cues
mężczyzna,2000,dojazdy,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,30,Rower młodzieżowy NS BIKES Rag+ JR
kobieta,5000,turystyka,raz w tygodniu,miasto,zaawansowany,deszczowa,10,Rower elektryczny HAIBIKE AllTrail 3
kobieta,3000,dojazdy,raz w tygodniu,teren mieszany,początkujący,słoneczna,50,Rower elektryczny SUPERIOR eXF 8089 B SUV
kobieta,7000,sport,kilka razy w tygodniu,góry,początkujący,słoneczna,5,Rower elektryczny ORBEA Rise H30
kobieta,5000,dojazdy,raz w tygodniu,teren mieszany,zaawansowany,każda,20,Rower elektryczny R-RAYMON AirRay 11.0
kobieta,7000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,20,Rower elektryczny ORBEA Wild M20
mężczyzna,1500,rekreacja,codziennie,ścieżki rowerowe,początkujący,dobra,30,Rower elektryczny GHOST E-RIOT CF Full Party
mężczyzna,1500,rekreacja,kilka razy w tygodniu,teren mieszany,średniozaawansowany,dobra,5,Rower elektryczny HAIBIKE AllMtn 4
mężczyzna,5000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,deszczowa,5,Rower elektryczny ORBEA Rise H20
mężczyzna,1000,rekreacja,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,5,Rower elektryczny HAIBIKE AllMtn CF 6
mężczyzna,10000,sport,raz w tygodniu,teren mieszany,zaawansowany,deszczowa,20,Rower elektryczny HAIBIKE AllTrail 10 27.5
kobieta,7000,sport,codziennie,teren mieszany,zaawansowany,deszczowa,50,Rower elektryczny R-RAYMON AirRay 12.0 X01
mężczyzna,1000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,słoneczna,5,Rower elektryczny HAIBIKE AllMtn 7
mężczyzna,1500,dojazdy,kilka razy w tygodniu,miasto,początkujący,dobra,20,Rower elektryczny HAIBIKE AllMtn CF 12
mężczyzna,1500,dojazdy,codziennie,góry,początkujący,każda,10,Rower elektryczny HAIBIKE Lyke CF 10
kobieta,4000,dojazdy,kilka razy w tygodniu,góry,średniozaawansowany,słoneczna,5,Rower elektryczny HAIBIKE Adventr 8.5
mężczyzna,2000,turystyka,codziennie,teren mieszany,początkujący,dobra,50,Rower Dirt/Street OXFELD FLAG 2
kobieta,2000,dojazdy,kilka razy w tygodniu,góry,zaawansowany,każda,30,Rower Dirt/Street KELLYS Whip 50
kobieta,2000,dojazdy,raz w tygodniu,teren mieszany,średniozaawansowany,każda,30,Rower Dirt/Street KELLYS Whip 70
kobieta,4000,dojazdy,codziennie,miasto,początkujący,każda,30,Rower elektryczny ROMET Wagant RM 1 INT
mężczyzna,2000,rekreacja,codziennie,ścieżki rowerowe,zaawansowany,dobra,10,Rower elektryczny ROMET e-Wagant 2.0
mężczyzna,4000,dojazdy,codziennie,góry,średniozaawansowany,słoneczna,10,Rower elektryczny SENSA Treviso Power
mężczyzna,1000,dojazdy,kilka razy w tygodniu,miasto,początkujący,słoneczna,20,Rower elektryczny ROMET e-Modeco URB 1.0
mężczyzna,5000,rekreacja,codziennie,góry,średniozaawansowany,dobra,5,Rower elektryczny ORBEA Vibe Mid H30 EQ
kobieta,1000,turystyka,codziennie,ścieżki rowerowe,zaawansowany,słoneczna,20,Rower elektryczny ORBEA Vibe H30 EQ
kobieta,1500,rekreacja,codziennie,miasto,początkujący,deszczowa,50,Rower elektryczny KELLYS Estima 10 SH
kobieta,10000,dojazdy,codziennie,miasto,początkujący,deszczowa,5,Rower elektryczny KROSS Evado Hybrid 6.0
mężczyzna,4000,dojazdy,codziennie,miasto,średniozaawansowany,każda,30,Rower elektryczny WINORA Yucatan 12 High
kobieta,10000,rekreacja,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,5,Rower elektryczny WINORA Tria 7 Eco
kobieta,3000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,dobra,5,Rower elektryczny damski LEVIT Corax Bosch CX 3
kobieta,10000,turystyka,codziennie,góry,początkujący,deszczowa,30,Rower elektryczny ORBEA Urrun 40
kobieta,2000,rekreacja,raz w tygodniu,miasto,średniozaawansowany,dobra,30,Rower elektryczny ORBEA Urrun 40
kobieta,1000,sport,codziennie,miasto,średniozaawansowany,słoneczna,30,Rower elektryczny damski KELLYS Tayen R10 P
mężczyzna,3000,rekreacja,kilka razy w tygodniu,teren mieszany,początkujący,każda,10,Rower elektryczny ORBEA Urrun 40
kobieta,5000,rekreacja,codziennie,teren mieszany,początkujący,słoneczna,30,Rower elektryczny damski KELLYS Tayen R10 P
mężczyzna,5000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,10,Rower elektryczny ORBEA Kemen MID 40
kobieta,10000,dojazdy,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,50,Rower elektryczny KROSS Level Boost 3.0
kobieta,10000,turystyka,codziennie,miasto,zaawansowany,słoneczna,30,Rower elektryczny KELLYS E-Carson 30 P
mężczyzna,1000,rekreacja,codziennie,góry,średniozaawansowany,deszczowa,50,Rower elektryczny KELLYS E-Carson 30 P
kobieta,3000,sport,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,10,Rower elektryczny GHOST E-Teru B Universal EQ Low
mężczyzna,7000,sport,codziennie,teren mieszany,średniozaawansowany,każda,50,Rower elektryczny SUPERIOR eXR 6090 BL Touring
kobieta,1500,turystyka,raz w tygodniu,teren mieszany,zaawansowany,dobra,5,Rower elektryczny KELLYS Tygon R10 Air P
mężczyzna,2000,dojazdy,codziennie,góry,średniozaawansowany,deszczowa,20,Rower elektryczny KELLYS E-Carson 70 P
kobieta,1500,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,50,"Rower elektryczny KELLYS Tygon R50 P 29"""
kobieta,4000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,każda,50,Rower elektryczny damski KELLYS Tayen R50 P
mężczyzna,1000,turystyka,codziennie,miasto,początkujący,dobra,50,Rower elektryczny ORBEA Kemen MID SUV 30 Cues
mężczyzna,10000,dojazdy,kilka razy w tygodniu,miasto,zaawansowany,deszczowa,30,Rower elektryczny cargo URVIS Flatbed
kobieta,10000,dojazdy,kilka razy w tygodniu,góry,początkujący,deszczowa,5,Rower elektryczny cargo URVIS Open Box
kobieta,2000,dojazdy,raz w tygodniu,góry,zaawansowany,deszczowa,30,"Rower elektryczny KELLYS Tygon R90 P 29"""
kobieta,3000,dojazdy,codziennie,teren mieszany,początkujący,dobra,50,Rower elektryczny HAIBIKE Trekking 11 High
mężczyzna,7000,dojazdy,raz w tygodniu,ścieżki rowerowe,zaawansowany,każda,10,Rower elektryczny cargo URVIS Family
kobieta,4000,sport,raz w tygodniu,teren mieszany,początkujący,deszczowa,5,Rower elektryczny BESV CT-B 1.1
mężczyzna,1500,rekreacja,codziennie,ścieżki rowerowe,początkujący,deszczowa,10,Rower elektryczny BESV CT-B 1.1
kobieta,10000,sport,kilka razy w tygodniu,miasto,średniozaawansowany,każda,50,Rower dziecięcy ACCENT Shark
kobieta,10000,dojazdy,raz w tygodniu,ścieżki rowerowe,początkujący,deszczowa,50,Rower dla dzieci Romet Tom 12
kobieta,7000,rekreacja,kilka razy w tygodniu,góry,początkujący,deszczowa,10,Rowerek biegowy dla dzieci Karbon First 12 cali B120678KA00B
mężczyzna,4000,turystyka,codziennie,góry,średniozaawansowany,deszczowa,50,Rowerek biegowy dla dzieci Karbon First 12 cali B120678KA00D
kobieta,2000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,30,Rower biegowy dla dzieci PUKY LR1L BR 12 cali 00004031
mężczyzna,2000,dojazdy,kilka razy w tygodniu,miasto,średniozaawansowany,dobra,50,Rower dla dzieci Genesis Princessa 12 cali 1910270
kobieta,7000,dojazdy,raz w tygodniu,miasto,początkujący,deszczowa,20,Rower dla dzieci Genesis Matrix 12 cali 1910271
kobieta,5000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,słoneczna,5,Rower dla dzieci Genesis Princessa 16 cali 1910011
mężczyzna,2000,turystyka,raz w tygodniu,ścieżki rowerowe,początkujący,dobra,30,Rower dla dzieci Genesis Matrix 16 cali 1910471
